email_id,customer_id,opened,clicked,bounced,sent_date,opened_date,clicked_date,email_subject_id,whether opened or not,whether clicked or not,whether bounced,,,
175002,373,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
175003,374,t,f,f,9/21/2016 15:00,22-09-2016 11:01,,7,1,0,0,,,
175004,377,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
175005,378,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
175006,379,t,f,f,9/21/2016 15:00,22-09-2016 22:59,,7,1,0,0,,,
175007,380,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
175008,381,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
175009,382,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
175010,383,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
175011,386,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
175012,388,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
175013,389,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
175014,390,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
175015,392,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
175016,393,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
175017,396,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
175018,397,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
175019,399,t,f,f,9/21/2016 15:00,22-09-2016 11:57,,7,1,0,0,,,
175020,400,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
175021,402,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
175022,403,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
175023,404,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
175024,406,t,t,f,9/21/2016 15:00,23-09-2016 12:46,23-09-2016 12:51,7,1,1,0,,,
175025,408,t,f,f,9/21/2016 15:00,22-09-2016 23:16,,7,1,0,0,,,
175026,409,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
175027,410,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
175028,412,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
175029,413,t,f,f,9/21/2016 15:00,23-09-2016 00:03,,7,1,0,0,,,
175030,414,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
175031,415,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
175032,416,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
175033,417,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
175034,419,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
175035,420,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
175036,421,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
175037,422,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
175038,423,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
175039,424,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
175040,426,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
175041,430,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
175042,431,t,f,f,9/21/2016 15:00,21-09-2016 21:48,,7,1,0,0,,,
175043,432,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
175044,433,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
175045,435,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
175046,437,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
175047,438,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
175048,439,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
175049,440,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
175050,441,t,f,f,9/21/2016 15:00,22-09-2016 13:17,,7,1,0,0,,,
175051,442,t,f,f,9/21/2016 15:00,22-09-2016 12:04,,7,1,0,0,,,
175052,443,t,f,f,9/21/2016 15:00,22-09-2016 17:26,,7,1,0,0,,,
175053,444,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
175054,445,t,f,f,9/21/2016 15:00,22-09-2016 14:05,,7,1,0,0,,,
175055,446,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
175056,447,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
175057,448,t,f,f,9/21/2016 15:00,22-09-2016 10:29,,7,1,0,0,,,
175058,449,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
175059,451,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
175060,452,t,f,f,9/21/2016 15:00,22-09-2016 11:30,,7,1,0,0,,,
175061,453,t,f,f,9/21/2016 15:00,23-09-2016 07:17,,7,1,0,0,,,
175062,457,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
175063,458,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
175064,461,t,f,f,9/21/2016 15:00,22-09-2016 08:24,,7,1,0,0,,,
175065,462,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
175066,464,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
175067,466,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
175068,467,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
175069,468,t,f,f,9/21/2016 15:00,22-09-2016 07:23,,7,1,0,0,,,
175070,469,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
175071,470,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
175072,471,t,f,f,9/21/2016 15:00,22-09-2016 12:57,,7,1,0,0,,,
175073,472,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
175074,475,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
175075,476,t,f,f,9/21/2016 15:00,22-09-2016 18:52,,7,1,0,0,,,
175076,479,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
175077,481,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
175078,482,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
175079,483,t,f,f,9/21/2016 15:00,22-09-2016 19:34,,7,1,0,0,,,
175080,484,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
175081,486,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
175082,488,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
175083,491,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
175084,492,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
175085,493,t,t,f,9/21/2016 15:00,22-09-2016 20:36,22-09-2016 20:41,7,1,1,0,,,
175086,494,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
175087,495,t,f,f,9/21/2016 15:00,22-09-2016 18:34,,7,1,0,0,,,
175088,496,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
175089,497,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
175090,500,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
175091,503,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
175092,504,t,f,f,9/21/2016 15:00,22-09-2016 18:10,,7,1,0,0,,,
175093,505,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
175094,506,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
175095,507,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
175096,508,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
175097,510,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
175098,512,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
175099,513,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
175100,515,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
175101,516,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
175102,517,t,f,f,9/21/2016 15:00,23-09-2016 12:27,,7,1,0,0,,,
175103,518,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
175104,520,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
175105,523,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
